epsilon,simNums,times,chosenArms,rewards,cumulativeRewards
0.3,16,59,4,1,37
0.3,16,60,4,0,37
0.3,16,61,4,1,38
0.3,16,62,4,1,39
0.3,16,63,4,1,40
0.3,16,64,4,1,41
0.3,16,65,4,1,42
0.3,16,66,4,1,43
0.3,16,67,4,1,44
0.3,16,68,4,1,45
0.3,16,69,4,1,46
0.3,16,70,4,1,47
0.3,16,71,4,0,47
0.3,16,72,2,0,47
0.3,16,73,3,0,47
0.3,16,74,4,1,48
0.3,16,75,4,1,49
0.3,16,76,4,1,50
0.3,16,77,4,1,51
0.3,16,78,4,1,52
0.3,16,79,4,0,52
0.3,16,80,0,1,53
0.3,16,81,0,0,53
0.3,16,82,1,0,53
0.3,16,83,4,1,54
0.3,16,84,4,1,55
0.3,16,85,4,1,56
0.3,16,86,4,1,57
0.3,16,87,4,1,58
0.3,16,88,4,1,59
0.3,16,89,4,1,60
0.3,16,90,4,1,61
0.3,16,91,4,1,62
0.3,16,92,4,1,63
0.3,16,93,4,1,64
0.3,16,94,4,1,65
0.3,16,95,4,1,66
0.3,16,96,4,1,67
0.3,16,97,4,1,68
0.3,16,98,4,1,69
0.3,16,99,4,0,69
0.3,16,100,0,0,69
0.3,16,101,2,0,69
0.3,16,102,3,0,69
0.3,16,103,4,1,70
0.3,16,104,4,1,71
0.3,16,105,4,1,72
0.3,16,106,4,0,72
0.3,16,107,4,0,72
0.3,16,108,1,0,72
0.3,16,109,4,1,73
0.3,16,110,4,1,74
0.3,16,111,4,1,75
0.3,16,112,4,1,76
0.3,16,113,4,1,77
0.3,16,114,4,1,78
0.3,16,115,4,1,79
0.3,16,116,4,1,80
0.3,16,117,4,1,81
0.3,16,118,4,1,82
0.3,16,119,4,1,83
0.3,16,120,4,1,84
0.3,16,121,4,1,85
0.3,16,122,4,1,86
0.3,16,123,4,1,87
0.3,16,124,4,1,88
0.3,16,125,4,1,89
0.3,16,126,4,0,89
0.3,16,127,0,1,90
0.3,16,128,0,0,90
0.3,16,129,2,0,90
0.3,16,130,3,0,90
0.3,16,131,4,1,91
0.3,16,132,4,1,92
0.3,16,133,4,1,93
0.3,16,134,4,1,94
0.3,16,135,4,1,95
0.3,16,136,4,1,96
0.3,16,137,4,1,97
0.3,16,138,4,1,98
0.3,16,139,4,1,99
0.3,16,140,4,1,100
0.3,16,141,4,1,101
0.3,16,142,4,1,102
0.3,16,143,4,1,103
0.3,16,144,4,1,104
0.3,16,145,4,1,105
0.3,16,146,4,1,106
0.3,16,147,4,1,107
0.3,16,148,4,1,108
0.3,16,149,4,1,109
0.3,16,150,4,1,110
0.3,16,151,4,1,111
0.3,16,152,4,1,112
0.3,16,153,4,1,113
0.3,16,154,4,1,114
0.3,16,155,4,1,115
0.3,16,156,4,1,116
0.3,16,157,4,1,117
0.3,16,158,4,1,118
0.3,16,159,4,1,119
0.3,16,160,4,1,120
0.3,16,161,4,1,121
0.3,16,162,4,1,122
0.3,16,163,4,1,123
0.3,16,164,4,1,124
0.3,16,165,4,1,125
0.3,16,166,4,1,126
0.3,16,167,0,0,126
0.3,16,168,4,1,127
0.3,16,169,4,1,128
0.3,16,170,1,0,128
0.3,16,171,4,1,129
0.3,16,172,4,1,130
0.3,16,173,4,1,131
0.3,16,174,4,1,132
0.3,16,175,4,1,133
0.3,16,176,4,1,134
0.3,16,177,4,1,135
0.3,16,178,4,1,136
0.3,16,179,4,1,137
0.3,16,180,4,1,138
0.3,16,181,4,1,139
0.3,16,182,4,1,140
0.3,16,183,4,1,141
0.3,16,184,4,1,142
0.3,16,185,4,1,143
0.3,16,186,4,1,144
0.3,16,187,4,0,144
0.3,16,188,4,1,145
0.3,16,189,4,1,146
0.3,16,190,4,1,147
0.3,16,191,4,0,147
0.3,16,192,2,0,147
0.3,16,193,3,0,147
0.3,16,194,4,0,147
0.3,16,195,4,1,148
0.3,16,196,4,1,149
0.3,16,197,4,1,150
0.3,16,198,4,1,151
0.3,16,199,4,1,152
0.3,16,200,4,1,153
0.3,16,201,4,1,154
0.3,16,202,4,1,155
0.3,16,203,4,0,155
0.3,16,204,4,1,156
0.3,16,205,4,0,156
0.3,16,206,4,1,157
0.3,16,207,4,1,158
0.3,16,208,4,1,159
0.3,16,209,4,1,160
0.3,16,210,4,1,161
0.3,16,211,4,1,162
0.3,16,212,0,0,162
0.3,16,213,4,1,163
0.3,16,214,4,1,164
0.3,16,215,4,1,165
0.3,16,216,4,1,166
0.3,16,217,4,1,167
0.3,16,218,4,1,168
0.3,16,219,4,1,169
0.3,16,220,4,1,170
0.3,16,221,4,1,171
0.3,16,222,4,1,172
0.3,16,223,4,1,173
0.3,16,224,4,0,173
0.3,16,225,1,0,173
0.3,16,226,4,1,174
0.3,16,227,4,0,174
0.3,16,228,4,1,175
0.3,16,229,4,1,176
0.3,16,230,4,1,177
0.3,16,231,4,1,178
0.3,16,232,4,1,179
0.3,16,233,4,1,180
0.3,16,234,4,1,181
0.3,16,235,4,1,182
0.3,16,236,4,1,183
0.3,16,237,4,1,184
0.3,16,238,4,1,185
0.3,16,239,4,1,186
0.3,16,240,4,1,187
0.3,16,241,4,1,188
0.3,16,242,4,1,189
0.3,16,243,4,1,190
0.3,16,244,4,1,191
0.3,16,245,4,1,192
0.3,16,246,4,1,193
0.3,16,247,4,1,194
0.3,16,248,4,1,195
0.3,16,249,4,1,196
0.3,16,250,4,1,197
0.3,17,1,0,0,0
0.3,17,2,1,0,0
0.3,17,3,2,0,0
0.3,17,4,3,0,0
0.3,17,5,4,1,1
0.3,17,6,4,1,2
0.3,17,7,4,1,3
0.3,17,8,4,1,4
0.3,17,9,0,0,4
0.3,17,10,1,0,4
0.3,17,11,2,0,4
0.3,17,12,3,0,4
0.3,17,13,4,1,5
0.3,17,14,4,1,6
0.3,17,15,4,1,7
0.3,17,16,4,1,8
0.3,17,17,4,1,9
0.3,17,18,4,1,10
0.3,17,19,4,1,11
0.3,17,20,4,1,12
0.3,17,21,0,0,12
0.3,17,22,1,0,12
0.3,17,23,2,0,12
0.3,17,24,3,0,12
0.3,17,25,4,1,13
0.3,17,26,4,1,14
0.3,17,27,4,1,15
0.3,17,28,4,1,16
0.3,17,29,4,0,16
0.3,17,30,4,1,17
0.3,17,31,4,1,18
0.3,17,32,4,1,19
0.3,17,33,4,0,19
0.3,17,34,0,0,19
0.3,17,35,1,0,19
0.3,17,36,2,0,19
0.3,17,37,3,0,19
0.3,17,38,4,1,20
0.3,17,39,4,1,21
0.3,17,40,4,1,22
0.3,17,41,4,0,22
0.3,17,42,4,1,23
0.3,17,43,4,1,24
0.3,17,44,4,1,25
0.3,17,45,4,1,26
0.3,17,46,4,1,27
0.3,17,47,4,1,28
0.3,17,48,4,1,29
0.3,17,49,4,0,29
0.3,17,50,0,0,29
0.3,17,51,1,0,29
0.3,17,52,2,0,29
0.3,17,53,3,0,29
0.3,17,54,4,1,30
0.3,17,55,4,1,31
0.3,17,56,4,1,32
0.3,17,57,4,1,33
0.3,17,58,4,1,34
0.3,17,59,4,1,35
0.3,17,60,4,1,36
0.3,17,61,4,1,37
0.3,17,62,4,1,38
0.3,17,63,4,0,38
0.3,17,64,4,1,39
0.3,17,65,4,1,40
0.3,17,66,4,1,41
0.3,17,67,4,1,42
0.3,17,68,4,1,43
0.3,17,69,4,1,44
0.3,17,70,4,1,45
0.3,17,71,4,1,46
0.3,17,72,4,1,47
0.3,17,73,4,1,48
0.3,17,74,0,1,49
0.3,17,75,0,0,49
0.3,17,76,1,0,49
0.3,17,77,2,0,49
0.3,17,78,3,1,50
0.3,17,79,3,0,50
0.3,17,80,4,1,51
0.3,17,81,4,1,52
0.3,17,82,4,1,53
0.3,17,83,4,1,54
0.3,17,84,4,1,55
0.3,17,85,4,1,56
0.3,17,86,4,1,57
0.3,17,87,4,1,58
0.3,17,88,4,1,59
0.3,17,89,4,1,60
0.3,17,90,4,1,61
0.3,17,91,4,1,62
0.3,17,92,4,1,63
0.3,17,93,4,1,64
0.3,17,94,4,1,65
0.3,17,95,4,1,66
0.3,17,96,4,1,67
0.3,17,97,4,0,67
0.3,17,98,0,0,67
0.3,17,99,3,0,67
0.3,17,100,4,1,68
0.3,17,101,4,1,69
0.3,17,102,4,1,70
0.3,17,103,4,1,71
0.3,17,104,4,1,72
0.3,17,105,4,1,73
0.3,17,106,4,1,74
0.3,17,107,4,1,75
0.3,17,108,4,1,76
0.3,17,109,4,1,77
0.3,17,110,4,1,78
0.3,17,111,4,1,79
0.3,17,112,4,1,80
0.3,17,113,4,0,80
0.3,17,114,1,0,80
0.3,17,115,2,1,81
0.3,17,116,2,0,81
0.3,17,117,4,1,82
0.3,17,118,4,1,83
0.3,17,119,4,1,84
0.3,17,120,4,1,85
0.3,17,121,4,1,86
0.3,17,122,4,1,87
0.3,17,123,4,1,88
0.3,17,124,4,0,88
0.3,17,125,4,1,89
0.3,17,126,4,0,89
0.3,17,127,0,1,90
0.3,17,128,0,0,90
0.3,17,129,2,0,90
0.3,17,130,3,1,91
0.3,17,131,3,1,92
0.3,17,132,3,0,92
0.3,17,133,4,1,93
0.3,17,134,4,1,94
0.3,17,135,4,1,95
0.3,17,136,4,0,95
0.3,17,137,3,0,95
0.3,17,138,4,1,96
0.3,17,139,4,1,97
0.3,17,140,4,1,98
0.3,17,141,4,1,99
0.3,17,142,4,1,100
0.3,17,143,4,1,101
0.3,17,144,4,1,102
0.3,17,145,4,1,103
0.3,17,146,4,1,104
0.3,17,147,4,1,105
0.3,17,148,4,1,106
0.3,17,149,4,1,107
0.3,17,150,4,0,107
0.3,17,151,0,0,107
0.3,17,152,4,1,108
0.3,17,153,4,1,109
0.3,17,154,4,1,110
0.3,17,155,4,1,111
0.3,17,156,1,0,111
0.3,17,157,4,1,112
0.3,17,158,4,1,113
0.3,17,159,4,1,114
0.3,17,160,4,1,115
0.3,17,161,4,1,116
0.3,17,162,4,1,117
0.3,17,163,4,1,118
0.3,17,164,4,1,119
0.3,17,165,4,1,120
0.3,17,166,4,1,121
0.3,17,167,4,1,122
0.3,17,168,4,1,123
0.3,17,169,4,1,124
0.3,17,170,4,1,125
0.3,17,171,4,1,126
0.3,17,172,4,1,127
0.3,17,173,4,1,128
0.3,17,174,4,1,129
0.3,17,175,4,1,130
0.3,17,176,4,1,131
0.3,17,177,4,0,131
0.3,17,178,4,1,132
0.3,17,179,4,1,133
0.3,17,180,4,1,134
0.3,17,181,4,1,135
0.3,17,182,4,1,136
0.3,17,183,2,0,136
0.3,17,184,4,1,137
0.3,17,185,4,1,138
0.3,17,186,4,1,139
0.3,17,187,4,1,140
0.3,17,188,4,1,141
0.3,17,189,4,1,142
0.3,17,190,4,1,143
0.3,17,191,3,0,143
0.3,17,192,4,1,144
0.3,17,193,4,1,145
0.3,17,194,4,1,146
0.3,17,195,4,1,147
0.3,17,196,4,1,148
0.3,17,197,4,1,149
0.3,17,198,4,1,150
0.3,17,199,4,0,150
0.3,17,200,4,1,151
0.3,17,201,4,1,152
0.3,17,202,4,1,153
0.3,17,203,4,1,154
0.3,17,204,4,1,155
0.3,17,205,4,1,156
0.3,17,206,4,1,157
0.3,17,207,4,1,158
0.3,17,208,4,1,159
0.3,17,209,4,0,159
0.3,17,210,4,1,160
0.3,17,211,4,0,160
0.3,17,212,0,0,160
0.3,17,213,4,1,161
0.3,17,214,4,0,161
0.3,17,215,1,0,161
0.3,17,216,4,1,162
0.3,17,217,4,1,163
0.3,17,218,4,1,164
0.3,17,219,4,1,165
0.3,17,220,4,1,166
0.3,17,221,4,1,167
0.3,17,222,4,1,168
0.3,17,223,4,0,168
0.3,17,224,4,1,169
0.3,17,225,4,1,170
0.3,17,226,4,1,171
0.3,17,227,4,1,172
0.3,17,228,4,1,173
0.3,17,229,4,1,174
0.3,17,230,4,1,175
0.3,17,231,4,1,176
0.3,17,232,4,1,177
0.3,17,233,4,1,178
0.3,17,234,4,1,179
0.3,17,235,4,1,180
0.3,17,236,4,1,181
0.3,17,237,4,1,182
0.3,17,238,4,1,183
0.3,17,239,4,1,184
0.3,17,240,4,1,185
0.3,17,241,4,1,186
0.3,17,242,4,1,187
0.3,17,243,3,0,187
0.3,17,244,4,1,188
0.3,17,245,4,1,189
0.3,17,246,4,0,189
0.3,17,247,2,0,189
0.3,17,248,4,1,190
0.3,17,249,4,1,191
0.3,17,250,4,1,192
0.3,18,1,0,1,1
0.3,18,2,1,0,1
0.3,18,3,2,0,1
0.3,18,4,3,0,1
0.3,18,5,4,0,1
0.3,18,6,0,0,1
0.3,18,7,1,0,1
0.3,18,8,2,1,2
0.3,18,9,3,0,2
0.3,18,10,4,1,3
0.3,18,11,0,0,3
0.3,18,12,2,0,3
0.3,18,13,4,1,4
0.3,18,14,4,1,5
0.3,18,15,4,1,6
0.3,18,16,4,1,7
0.3,18,17,4,1,8
0.3,18,18,4,1,9
0.3,18,19,4,0,9
0.3,18,20,0,0,9
0.3,18,21,2,0,9
0.3,18,22,1,0,9
0.3,18,23,3,0,9
0.3,18,24,4,1,10
0.3,18,25,4,1,11
0.3,18,26,4,1,12
0.3,18,27,4,1,13
0.3,18,28,4,1,14
0.3,18,29,4,1,15
0.3,18,30,0,0,15
0.3,18,31,2,0,15
0.3,18,32,4,1,16
0.3,18,33,4,1,17
0.3,18,34,1,0,17
0.3,18,35,3,0,17
0.3,18,36,4,1,18
0.3,18,37,4,1,19
0.3,18,38,4,1,20
0.3,18,39,4,1,21
0.3,18,40,4,1,22
0.3,18,41,4,1,23
0.3,18,42,4,1,24
0.3,18,43,4,1,25
0.3,18,44,4,1,26
0.3,18,45,4,1,27
0.3,18,46,4,1,28
0.3,18,47,4,1,29
0.3,18,48,4,1,30
0.3,18,49,0,0,30
0.3,18,50,2,0,30
0.3,18,51,4,1,31
0.3,18,52,4,1,32
0.3,18,53,4,1,33
0.3,18,54,4,1,34
0.3,18,55,4,1,35
0.3,18,56,4,1,36
0.3,18,57,1,0,36
0.3,18,58,3,1,37
0.3,18,59,3,0,37
0.3,18,60,4,1,38
0.3,18,61,4,1,39
0.3,18,62,4,1,40
0.3,18,63,4,1,41
0.3,18,64,4,0,41
0.3,18,65,4,1,42
0.3,18,66,4,1,43
0.3,18,67,4,1,44
0.3,18,68,4,1,45
0.3,18,69,4,1,46
0.3,18,70,4,1,47
0.3,18,71,4,1,48
0.3,18,72,4,1,49
0.3,18,73,0,0,49
0.3,18,74,2,1,50
0.3,18,75,2,0,50
0.3,18,76,3,0,50
0.3,18,77,4,1,51
0.3,18,78,4,1,52
0.3,18,79,4,1,53
0.3,18,80,4,1,54
0.3,18,81,4,1,55
0.3,18,82,4,1,56
0.3,18,83,4,1,57
0.3,18,84,4,1,58
0.3,18,85,4,1,59
0.3,18,86,4,1,60
0.3,18,87,4,1,61
0.3,18,88,1,0,61
0.3,18,89,4,1,62
0.3,18,90,4,1,63
0.3,18,91,4,1,64
0.3,18,92,4,1,65
0.3,18,93,4,1,66
0.3,18,94,4,0,66
0.3,18,95,2,0,66
0.3,18,96,4,1,67
0.3,18,97,4,1,68
0.3,18,98,4,1,69
0.3,18,99,4,1,70
0.3,18,100,4,1,71
0.3,18,101,4,1,72
0.3,18,102,4,1,73
0.3,18,103,4,1,74
0.3,18,104,4,1,75
0.3,18,105,4,1,76
0.3,18,106,4,1,77
0.3,18,107,0,0,77
0.3,18,108,3,0,77
0.3,18,109,4,1,78
0.3,18,110,4,0,78
0.3,18,111,4,1,79
0.3,18,112,4,1,80
0.3,18,113,4,1,81
0.3,18,114,4,0,81
0.3,18,115,4,1,82
0.3,18,116,4,1,83
0.3,18,117,4,1,84
0.3,18,118,4,1,85
0.3,18,119,4,0,85
0.3,18,120,1,0,85
0.3,18,121,2,0,85
0.3,18,122,4,1,86
0.3,18,123,4,0,86
0.3,18,124,4,1,87
0.3,18,125,4,1,88
0.3,18,126,4,1,89
0.3,18,127,4,1,90
0.3,18,128,4,1,91
0.3,18,129,4,1,92
0.3,18,130,4,1,93
0.3,18,131,4,0,93
0.3,18,132,0,0,93
0.3,18,133,3,1,94
0.3,18,134,3,0,94
0.3,18,135,4,1,95
0.3,18,136,4,1,96
0.3,18,137,4,1,97
0.3,18,138,4,1,98
0.3,18,139,4,1,99
0.3,18,140,4,1,100
0.3,18,141,4,1,101
0.3,18,142,4,1,102
0.3,18,143,4,1,103
0.3,18,144,4,1,104
0.3,18,145,4,1,105
0.3,18,146,4,1,106
0.3,18,147,4,1,107
0.3,18,148,4,1,108
0.3,18,149,4,1,109
0.3,18,150,4,1,110
0.3,18,151,4,1,111
0.3,18,152,4,1,112
0.3,18,153,4,1,113
0.3,18,154,4,1,114
0.3,18,155,4,1,115
0.3,18,156,4,1,116
0.3,18,157,4,0,116
0.3,18,158,4,1,117
0.3,18,159,2,0,117
0.3,18,160,3,0,117
0.3,18,161,4,1,118
0.3,18,162,4,1,119
0.3,18,163,4,1,120
0.3,18,164,1,0,120
0.3,18,165,4,1,121
0.3,18,166,4,1,122
0.3,18,167,4,1,123
0.3,18,168,4,1,124
0.3,18,169,4,1,125
0.3,18,170,4,1,126
0.3,18,171,4,1,127
0.3,18,172,4,1,128
0.3,18,173,4,1,129
0.3,18,174,4,1,130
0.3,18,175,4,1,131
0.3,18,176,4,1,132
0.3,18,177,4,1,133
0.3,18,178,4,1,134
0.3,18,179,4,1,135
0.3,18,180,4,1,136
0.3,18,181,4,1,137
0.3,18,182,4,1,138
0.3,18,183,4,0,138
0.3,18,184,4,1,139
0.3,18,185,4,1,140
0.3,18,186,4,1,141
0.3,18,187,4,1,142
0.3,18,188,4,1,143
0.3,18,189,4,1,144
0.3,18,190,4,1,145
0.3,18,191,0,0,145
0.3,18,192,4,1,146
0.3,18,193,4,1,147
0.3,18,194,4,0,147
0.3,18,195,4,1,148
0.3,18,196,4,1,149
0.3,18,197,4,1,150
0.3,18,198,4,1,151
0.3,18,199,4,1,152
0.3,18,200,4,1,153
0.3,18,201,4,1,154
0.3,18,202,4,1,155
0.3,18,203,4,1,156
0.3,18,204,4,1,157
0.3,18,205,4,1,158
0.3,18,206,4,1,159
0.3,18,207,4,1,160
0.3,18,208,4,1,161
0.3,18,209,4,1,162
0.3,18,210,4,1,163
0.3,18,211,4,1,164
0.3,18,212,4,1,165
0.3,18,213,4,1,166
0.3,18,214,4,1,167
0.3,18,215,4,1,168
0.3,18,216,4,1,169
0.3,18,217,4,1,170
0.3,18,218,4,0,170
0.3,18,219,4,1,171
0.3,18,220,4,1,172
0.3,18,221,4,1,173
0.3,18,222,2,0,173
0.3,18,223,3,1,174
0.3,18,224,3,0,174
0.3,18,225,4,1,175
0.3,18,226,4,1,176
0.3,18,227,4,1,177
0.3,18,228,4,1,178
0.3,18,229,4,1,179
0.3,18,230,4,1,180
0.3,18,231,4,1,181
0.3,18,232,4,1,182
0.3,18,233,4,1,183
0.3,18,234,4,1,184
0.3,18,235,4,1,185
0.3,18,236,4,1,186
0.3,18,237,4,1,187
0.3,18,238,4,1,188
0.3,18,239,4,1,189
0.3,18,240,1,0,189
0.3,18,241,4,1,190
0.3,18,242,4,1,191
0.3,18,243,4,1,192
0.3,18,244,4,1,193
0.3,18,245,4,1,194
0.3,18,246,4,1,195
0.3,18,247,4,1,196
0.3,18,248,4,1,197
0.3,18,249,4,1,198
0.3,18,250,4,1,199
0.3,19,1,0,0,0
0.3,19,2,1,0,0
0.3,19,3,2,0,0
0.3,19,4,3,0,0
0.3,19,5,4,1,1
0.3,19,6,4,0,1
0.3,19,7,0,0,1
0.3,19,8,1,0,1
0.3,19,9,2,0,1
0.3,19,10,3,1,2
0.3,19,11,3,0,2
0.3,19,12,4,1,3
0.3,19,13,4,1,4
0.3,19,14,4,1,5
0.3,19,15,4,1,6
0.3,19,16,4,1,7
0.3,19,17,4,0,7
0.3,19,18,3,0,7
0.3,19,19,0,1,8
0.3,19,20,0,0,8
0.3,19,21,1,0,8
0.3,19,22,2,0,8
0.3,19,23,4,1,9
0.3,19,24,4,1,10
0.3,19,25,4,1,11
0.3,19,26,4,1,12
0.3,19,27,4,1,13
0.3,19,28,4,1,14
0.3,19,29,4,1,15
0.3,19,30,0,0,15
0.3,19,31,3,0,15
0.3,19,32,4,1,16
0.3,19,33,4,1,17
0.3,19,34,1,0,17
0.3,19,35,2,1,18
0.3,19,36,2,0,18
0.3,19,37,4,1,19
0.3,19,38,4,1,20
0.3,19,39,4,1,21
0.3,19,40,4,1,22
0.3,19,41,4,0,22
0.3,19,42,4,1,23
0.3,19,43,4,1,24
0.3,19,44,4,1,25
0.3,19,45,0,0,25
0.3,19,46,2,1,26
0.3,19,47,2,0,26
0.3,19,48,3,0,26
0.3,19,49,4,1,27
0.3,19,50,4,1,28
0.3,19,51,4,1,29
0.3,19,52,4,0,29
0.3,19,53,1,0,29
0.3,19,54,4,0,29
0.3,19,55,2,0,29
0.3,19,56,4,1,30
0.3,19,57,4,1,31
0.3,19,58,4,1,32
0.3,19,59,4,1,33
0.3,19,60,4,1,34
0.3,19,61,4,1,35
0.3,19,62,4,1,36
0.3,19,63,0,0,36
0.3,19,64,3,0,36
0.3,19,65,4,1,37
0.3,19,66,4,1,38
0.3,19,67,4,1,39
0.3,19,68,4,1,40
0.3,19,69,4,1,41
0.3,19,70,4,1,42
0.3,19,71,4,1,43
0.3,19,72,4,1,44
0.3,19,73,4,1,45
0.3,19,74,4,1,46
0.3,19,75,4,1,47
0.3,19,76,4,1,48
0.3,19,77,4,1,49
0.3,19,78,1,0,49
0.3,19,79,4,0,49
0.3,19,80,4,1,50
0.3,19,81,2,0,50
0.3,19,82,4,1,51
0.3,19,83,4,1,52
0.3,19,84,4,1,53
0.3,19,85,4,1,54
0.3,19,86,4,1,55
0.3,19,87,4,1,56
0.3,19,88,4,1,57
0.3,19,89,4,1,58
0.3,19,90,4,1,59
0.3,19,91,4,0,59
0.3,19,92,0,0,59
0.3,19,93,3,0,59
0.3,19,94,4,1,60
0.3,19,95,4,1,61
0.3,19,96,4,1,62
0.3,19,97,4,1,63
0.3,19,98,4,1,64
0.3,19,99,4,1,65
0.3,19,100,4,1,66
0.3,19,101,4,0,66
0.3,19,102,4,1,67
0.3,19,103,4,1,68
0.3,19,104,4,1,69
0.3,19,105,4,1,70
0.3,19,106,4,1,71
0.3,19,107,1,0,71
0.3,19,108,4,1,72
0.3,19,109,4,1,73
0.3,19,110,4,1,74
0.3,19,111,4,1,75
0.3,19,112,2,0,75
0.3,19,113,4,1,76
0.3,19,114,4,1,77
0.3,19,115,4,1,78
0.3,19,116,4,1,79
0.3,19,117,4,1,80
0.3,19,118,4,1,81
0.3,19,119,4,0,81
0.3,19,120,4,1,82
0.3,19,121,4,1,83
0.3,19,122,4,1,84
0.3,19,123,4,1,85
0.3,19,124,4,1,86
0.3,19,125,4,1,87
0.3,19,126,4,1,88
0.3,19,127,4,1,89
0.3,19,128,0,0,89
0.3,19,129,3,0,89
0.3,19,130,4,1,90
0.3,19,131,4,1,91
0.3,19,132,4,1,92
0.3,19,133,4,0,92
0.3,19,134,4,1,93
0.3,19,135,4,1,94
0.3,19,136,4,1,95
0.3,19,137,4,1,96
0.3,19,138,4,1,97
0.3,19,139,4,1,98
0.3,19,140,4,0,98
0.3,19,141,4,1,99
0.3,19,142,4,1,100
0.3,19,143,4,1,101
0.3,19,144,4,1,102
0.3,19,145,4,1,103
0.3,19,146,4,1,104
0.3,19,147,4,1,105
0.3,19,148,4,1,106
0.3,19,149,4,1,107
0.3,19,150,2,0,107
0.3,19,151,4,1,108
0.3,19,152,4,0,108
0.3,19,153,1,0,108
0.3,19,154,4,1,109
0.3,19,155,4,1,110
0.3,19,156,4,1,111
0.3,19,157,4,1,112
0.3,19,158,4,1,113
0.3,19,159,4,1,114
0.3,19,160,4,1,115
0.3,19,161,4,1,116
0.3,19,162,4,1,117
0.3,19,163,4,1,118
0.3,19,164,4,1,119
0.3,19,165,4,1,120
0.3,19,166,4,1,121
0.3,19,167,4,1,122
0.3,19,168,4,1,123
0.3,19,169,4,1,124
0.3,19,170,4,1,125
0.3,19,171,4,0,125
0.3,19,172,0,0,125
0.3,19,173,3,1,126
0.3,19,174,3,0,126
0.3,19,175,4,1,127
0.3,19,176,4,1,128
0.3,19,177,4,1,129
0.3,19,178,4,1,130
0.3,19,179,4,1,131
0.3,19,180,4,1,132
0.3,19,181,4,1,133
0.3,19,182,4,1,134
0.3,19,183,4,1,135
0.3,19,184,4,1,136
0.3,19,185,4,1,137
0.3,19,186,4,1,138
0.3,19,187,4,1,139
0.3,19,188,4,1,140
0.3,19,189,4,1,141
0.3,19,190,4,1,142
0.3,19,191,4,1,143
0.3,19,192,4,1,144
0.3,19,193,4,1,145
0.3,19,194,4,1,146
0.3,19,195,4,0,146
0.3,19,196,4,1,147
0.3,19,197,4,1,148
0.3,19,198,4,1,149
0.3,19,199,4,1,150
0.3,19,200,4,0,150
0.3,19,201,4,1,151
0.3,19,202,2,0,151
0.3,19,203,3,0,151
0.3,19,204,4,1,152
0.3,19,205,4,1,153
0.3,19,206,4,1,154
0.3,19,207,4,1,155
0.3,19,208,4,1,156
0.3,19,209,4,1,157
0.3,19,210,4,1,158
0.3,19,211,4,1,159
0.3,19,212,4,0,159
0.3,19,213,1,0,159
0.3,19,214,4,0,159
0.3,19,215,4,1,160
0.3,19,216,4,1,161
0.3,19,217,4,1,162
0.3,19,218,4,1,163
0.3,19,219,4,1,164
0.3,19,220,4,1,165
0.3,19,221,4,1,166
0.3,19,222,4,1,167
0.3,19,223,4,1,168
0.3,19,224,4,1,169
0.3,19,225,4,1,170
0.3,19,226,4,1,171
0.3,19,227,4,1,172
0.3,19,228,4,1,173
0.3,19,229,4,1,174
0.3,19,230,4,1,175
0.3,19,231,4,1,176
0.3,19,232,4,1,177
0.3,19,233,4,1,178
0.3,19,234,4,1,179
0.3,19,235,4,1,180
0.3,19,236,4,1,181
0.3,19,237,4,1,182
0.3,19,238,4,1,183
0.3,19,239,4,1,184
0.3,19,240,4,1,185
0.3,19,241,4,1,186
0.3,19,242,4,1,187
0.3,19,243,4,0,187
0.3,19,244,0,0,187
0.3,19,245,4,1,188
0.3,19,246,4,1,189
0.3,19,247,4,0,189
0.3,19,248,4,1,190
0.3,19,249,4,1,191
0.3,19,250,4,1,192
0.3,20,1,0,0,0
0.3,20,2,1,0,0
0.3,20,3,2,0,0
0.3,20,4,3,0,0
0.3,20,5,4,1,1
0.3,20,6,4,1,2
0.3,20,7,4,1,3
0.3,20,8,4,1,4
0.3,20,9,0,0,4
0.3,20,10,1,0,4
0.3,20,11,2,1,5
0.3,20,12,3,0,5
0.3,20,13,4,0,5
0.3,20,14,2,0,5
0.3,20,15,4,0,5
0.3,20,16,2,0,5
0.3,20,17,0,0,5
0.3,20,18,1,0,5
0.3,20,19,3,0,5
0.3,20,20,4,1,6
0.3,20,21,4,1,7
0.3,20,22,4,1,8
0.3,20,23,4,1,9
0.3,20,24,4,1,10
0.3,20,25,4,1,11
0.3,20,26,4,1,12
0.3,20,27,4,1,13
0.3,20,28,4,1,14
0.3,20,29,2,0,14
0.3,20,30,4,1,15
0.3,20,31,4,1,16
0.3,20,32,4,1,17
0.3,20,33,0,0,17
0.3,20,34,1,0,17
0.3,20,35,3,0,17
0.3,20,36,4,1,18
0.3,20,37,4,1,19
0.3,20,38,4,1,20
0.3,20,39,4,1,21
0.3,20,40,4,1,22
0.3,20,41,4,1,23
0.3,20,42,4,1,24
0.3,20,43,4,1,25
0.3,20,44,4,1,26
0.3,20,45,4,1,27
0.3,20,46,4,1,28
0.3,20,47,4,1,29
0.3,20,48,2,0,29
0.3,20,49,4,1,30
0.3,20,50,4,1,31
0.3,20,51,4,1,32
0.3,20,52,4,1,33
0.3,20,53,4,0,33
0.3,20,54,0,0,33
0.3,20,55,1,0,33
